;codigo_VU;raz_social;nombre;rubro;ciiu6;ciiu4;region;provincia;comuna;coord_este;coord_norte;huso;COD_FUENTE;fuente_emision;COMBUSTIBLE PRIMARIO;EMISION PRIMARIO;COMBUSTIBLE SECUNDARIO;EMISION SECUNDARIO;EMISION MATERIA PRIMA;tipo_contaminante;ton_emision;ORIGEN;Longitud;Latitud
81;2396;CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA CONSTITUCION;Industria del papel y celulosa;Fabricación de celulosa y otras pastas de madera;Fabricación de pasta de madera, papel y cartón;Maule;Talca;Constitución;735130,0;6087753,0;18,0;CG-GEV-1638;Caldera de Generación Eléctrica;Biomasa Combustible;105063,28042392;Petróleo N 6;4,6260647920652;0,0;Carbon dioxide;120156,246;Impuesto Verde;-72,41327652201919;-35,32582447353996
82;245367;ORAFTI CHILE S A;ORAFTI CHILE S A;Otras industrias manufactureras;Elaboración de otros productos alimenticios n.c.p.;Elaboración de otros productos alimenticios n.c.p.;Ñuble;Diguillín;Pemuco;736678,0;5911440,0;18,0;IN-GEV-17154;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;182374,80079251;Carbón Bituminoso;0,0;0,0;Carbon dioxide;114479,0;Impuesto Verde;-72,34325998925291;-36,91337606097525
84;5453818;GASATACAMA CHILE S.A.;CENTRAL ATACAMA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;354735,0;7445744,0;19,0;TG-GEV-5518;Turbina de Gas;Gas Natural;104385,86968055;Petróleo N 2 (Diesel);3179,2435970165;0,0;Carbon dioxide;106138,54199219;Impuesto Verde;-70,41832254691299;-23,09061396579545
85;4585623;ELECTRICA NUEVA ENERGIA S.A.;ELÉCTRICA NUEVA ENERGÍA S.A.,  CENTRAL ESCUADRÓN;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Biobío;Concepción;Coronel;664239,0;5910743,0;18,0;CG-GEV-1816;Caldera de Generación Eléctrica;Biomasa Combustible;119696,7481416;Petróleo N 2 (Diesel);125,093654127;0,0;Carbon dioxide;105889,92152;Impuesto Verde;-73,15577821037337;-36,935059383784996
86;5452180;BIO BIO CEMENTOS S.A.;PLANTA CEMENTO ANTOFAGASTA;Producción de cemento, cal y yeso;Fabricación de cemento, cal y yeso;Fabricación de cemento, cal y yeso;Antofagasta;Antofagasta;Antofagasta;365761,0;7369175,0;19,0;HR-PAL-9982;Horno Precalentador;Carbón Coke;102291,60599406;Aceite Usado;0,0;130757,25;Carbon dioxide;102291,60599406;Correccion Materias primas;-70,31752832528551;-23,78300491534435
87;2357;SOPROCAL CALERIAS E INDUSTRIAS S A;FA.DE CAL MELIPILLA;Producción de cemento, cal y yeso;Fabricación de cemento, cal y yeso;Fabricación de cemento, cal y yeso;Metropolitana de Santiago;Melipilla;Melipilla;294223,0;6273178,0;19,0;HR-PAL-7310;Horno Rotatorio;Carbón Bituminoso Pulverizado;32126,47748435;Petróleo N 6;342,82114883983;68398,5;Carbon dioxide;100867,79863318983;Correccion Materias primas;-71,21929824603569;-33,66138772956798
91;2186;ACEROS AZA S.A.;PLANTA RENCA;Otras industrias manufactureras;Industrias básicas de hierro y acero;Industrias básicas de hierro y acero;Metropolitana de Santiago;Santiago;Renca;343429,0;6302963,0;19,0;HR-PPH-7589;Horno Palanquillas;Gas Natural;9791,9518267136;Petróleo N 2 (Diesel);0,0;85189,02;Carbon dioxide;94980,9718267136;RUEA;-70,6836311378844;-33,40124471031581
101;3488;MASISA S.A.;PLANTA CABRERO DIVISION TABLEROS;Industria de la madera y Silvicultura;Fabricación de hojas de madera para enchapado y tableros a base de madera;Fabricación de hojas de madera para enchapado y tableros a base de madera;Biobío;Biobío;Cabrero;731582,0;5896937,0;18,0;IN-GEV-9280;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;61688,612916;Aserrín;17294,799312;0,0;Carbon dioxide;78983,412228;RUEA;-72,39595934248364;-37,0452428088878
103;5440464;EMPRESA ELECTRICA DE MAGALLANES S A;TRES PUENTES;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;372983,0;4114755,0;19,0;TG-GEV-5975;Turbina de Gas;Gas Natural;47957,178282463;Petróleo N 2 (Diesel);0,0;0,0;Carbon dioxide;74882,88073146;Impuesto Verde;-70,89720731709522;-53,10151223233196
105;82450;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE S A PLANTA LLAY LLAY;Otras industrias manufactureras;Fabricación de vidrio hueco;Fabricación de vidrio y productos de vidrio;Valparaíso;San Felipe de Aconcagua;Llaillay;318291,0;6363872,0;19,0;HR-PDV-16987;Horno de Fusión;Gas Natural;21878,127596898;Petróleo N 6;139,47711813;51261,84;Carbon dioxide;73279,44471502799;Correccion Materias primas;-70,94168991924442;-32,84819054390192
106;2372;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Otras industrias manufactureras;Fabricación de vidrio hueco;Fabricación de vidrio y productos de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado;331180,0;6284523,0;19,0;HR-PDV-8582;Horno de Fusión;Gas Natural;18919,232853331;Petróleo N 6;0,0;52726,38;Carbon dioxide;71645,612853331;Correccion Materias primas;-70,81876298480437;-33,56562689017983
109;322488;CMPC PULP SPA;CMPC PULP SA PLANTA PACIFICO;Industria del papel y celulosa;Fabricación de celulosa y otras pastas de madera;Fabricación de pasta de madera, papel y cartón;La La Araucanía;Malleco;Collipulli;721997,0;5814341,0;18,0;HR-PCL-15545;Horno de Cal;Petróleo N 6;67667,493954817;Metanol;0,0;0,0;Carbon dioxide;67667,493954817;RUEA;-72,47881512981417;-37,79134645755639
115;5440464;EMPRESA ELECTRICA DE MAGALLANES S A;TRES PUENTES;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;372983,0;4114755,0;19,0;TG-GEV-5996;Turbina de Gas;Gas Natural;37764,862362058;Petróleo N 2 (Diesel);0,0;0,0;Carbon dioxide;59923,729794061;Impuesto Verde;-70,89720731709522;-53,10151223233196
119;2397;CELULOSA ARAUCO Y CONSTITUCION S A;PLANTA ARAUCO;Industria del papel y celulosa;Fabricación de celulosa y otras pastas de madera;Fabricación de pasta de madera, papel y cartón;Biobío;Arauco;Arauco;657571,0;5880775,0;18,0;HR-PCL-6480;Horno de Cal;Petróleo N 6;56387,877355216;Tall Oil;0,0;0,0;Carbon dioxide;56387,877355216;RUEA;-73,22433337033301;-37,206209809699054
124;5452180;BIO BIO CEMENTOS S.A.;PLANTA CEMENTO ANTOFAGASTA;Producción de cemento, cal y yeso;Fabricación de cemento, cal y yeso;Fabricación de cemento, cal y yeso;Antofagasta;Antofagasta;Antofagasta;365761,0;7369175,0;19,0;HR-PAL-9976;Horno Precalentador;Carbón Coke;51350,305560119;Aceite Usado;0,0;130757,25;Carbon dioxide;51350,305560118984;Correccion Materias primas;-70,31752832528551;-23,78300491534435
128;5453654;CENTRAL COLMITO S.A.;CENTRAL COLMITO;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Valparaíso;Valparaíso;Concón;268742,0;6353708,0;19,0;TG-GEV-6585;Turbina de Gas;Gas Natural;2243,9889602885;Petróleo N 2 (Diesel);37593,332748721;0,0;Carbon dioxide;48434,697601318;Impuesto Verde;-71,47332070316133;-32,930457804332356
135;3488;MASISA S.A.;PLANTA CABRERO DIVISION TABLEROS;Industria de la madera y Silvicultura;Fabricación de hojas de madera para enchapado y tableros a base de madera;Fabricación de hojas de madera para enchapado y tableros a base de madera;Biobío;Biobío;Cabrero;731582,0;5896937,0;18,0;CF-GEV-16981;Caldera de Fluido Térmico;Petróleo N 2 (Diesel);808,90411744663;Biomasa Combustible;43314,1193016;0,0;Carbon dioxide;44123,023419046636;RUEA;-72,39595934248364;-37,0452428088878
142;245099;MASISA S.A.;PLANTA MAPAL;Industria de la madera y Silvicultura;Fabricación de hojas de madera para enchapado y tableros a base de madera;Fabricación de hojas de madera para enchapado y tableros a base de madera;Biobío;Concepción;San Pedro de la Paz;665588,0;5918082,0;18,0;IN-GEV-7822;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;26644,4925264;Viruta, Despuntes;14246,0576496;0,0;Carbon dioxide;40890,550176000004;RUEA;-73,14224185603885;-36,86870015275934
145;82672;VIDRIOS LIRQUEN S A;VIDRIOS LIRQUEN;Otras industrias manufactureras;Fabricación de vidrio plano;Fabricación de vidrio y productos de vidrio;Biobío;Concepción;Penco;680724,0;5934795,0;18,0;HR-PDV-13015;Horno de Fusión;Petróleo N 6;17671,815043555;Gas Natural;0,0;22295,6643;Carbon dioxide;39967,479343555;RUEA;-72,97648639159061;-36,71535603818871
153;5453818;GASATACAMA CHILE S.A.;CENTRAL ATACAMA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;354735,0;7445744,0;19,0;TG-GEV-6437;Turbina de Gas;Gas Natural;25992,850187966;Petróleo N 2 (Diesel);1059,2859140292;0,0;Carbon dioxide;35900,359375;Impuesto Verde;-70,41832254691299;-23,09061396579545
154;3585;COMPLEJO METALURGICO ALTONORTE SA;FUNDICION ALTONORTE;Fundiciones de cobre;Fundición de metales no ferrosos;Fundición de metales no ferrosos;Antofagasta;Antofagasta;Antofagasta;365909,0;7364757,0;19,0;IN-GEV-2103;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 6;33528,472388393;Gas Natural;1982,102506751;0,0;Carbon dioxide;35510,574895144;RUEA;-70,31647812980005;-23,82291239578546
155;4585269;LINDE GAS CHILE S.A.;PLANTA CONCON;Industria química, del plástico y caucho;Fabricación de otros productos químicos n.c.p.;Fabricación de otros productos químicos n.c.p.;Valparaíso;Valparaíso;Concón;266707,0;6354054,0;19,0;HR-RYP-14410;Horno de Reformador;Gas Natural;35331,529405927;Gas Natural;0,0;0,0;Carbon dioxide;35331,529405927;RUEA;-71,49497980279851;-32,926907156869234
160;6888;COLBUN S A;CENTRAL TERMOELÉCTRICA CANDELARIA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;351090,0;6232892,0;19,0;TG-GEV-7137;Turbina de Gas;Gas Natural;23321,691716312;Petróleo N 2 (Diesel);609,56059124259;0,0;Carbon dioxide;34613,396148682;Impuesto Verde;-70,61305470812333;-34,03407930788913
162;1963168;SOC INDUSTRIAL ROMERAL S A;SOCIEDAD INDUSTRIAL ROMERAL S.A., PLANTA SANTA ROSA;Otras industrias manufactureras;Fabricación de artículos de hormigón, cemento y yeso;Fabricación de artículos de hormigón, cemento y yeso;Metropolitana de Santiago;Cordillera;Puente Alto;348798,0;6276616,0;19,0;MC-PYS-8531;Marmita de Calcinación;Gas Natural;2026,8287383251;Gas Licuado de Petróleo;0,0;32127,48;Carbon dioxide;34154,3087383251;RUEA;-70,630369812444;-33,63955828193032
170;3522;CMPC PULP SPA;CMPC CELULOSA PLANTA SANTA FE;Industria del papel y celulosa;Fabricación de celulosa y otras pastas de madera;Fabricación de pasta de madera, papel y cartón;Biobío;Biobío;Nacimiento;707640,0;5845494,0;18,0;HR-PCL-21475;Horno de Cal;Petróleo N 6;30040,608917887;Propano;0,0;0,0;Carbon dioxide;30040,608917887;RUEA;-72,65059528612598;-37,51416427062651
176;4803700;CORP NACIONAL DEL COBRE DE CHILE;DIVISIÓN CHUQUICAMATA;Fundiciones de cobre;Extracción y procesamiento de cobre;Extracción y procesamiento de cobre;Antofagasta;El Loa;Calama;511801,0;7532284,0;19,0;IN-GEV-7232;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;20247,028266162;Petróleo N 6;340,19739714435;0,0;Carbon dioxide;27559,2947;Impuesto Verde;-68,88541746483122;-22,315160865017884
181;4508;INDUSTRIAL AGRIFOR LIMITADA;PLANTA PERQUENCO;Industria de la madera y Silvicultura;Aserrado y acepilladura de madera;Aserrado y acepilladura de madera;Araucanía;0;Perquenco;-38,416111976164;-72,375619510729;18,0;CF-GEV-34014;Caldera de Fluido Térmico;Aserrín;17092,604402093;Viruta, Despuntes;9621,5087163384;0,0;Carbon dioxide;26714,1131184314;RUEA;-165,24122827830283;-85,5257699152943
183;6888;COLBUN S A;CENTRAL TERMOELÉCTRICA CANDELARIA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Libertador Gral. Bernardo O'Higgins;Cachapoal;Mostazal;351090,0;6232892,0;19,0;TG-GEV-7169;Turbina de Gas;Gas Natural;17335,527617947;Petróleo N 2 (Diesel);476,94967294367;0,0;Carbon dioxide;25125,867004394;Impuesto Verde;-70,61305470812333;-34,03407930788913
186;82993;ENEL GENERACION CHILE S.A.;CENTRAL TALTAL;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Taltal;351973,0;7235536,0;19,0;TG-GEV-8108;Turbina de Gas;Gas Natural;8755,7465883329;Petróleo N 2 (Diesel);1598,4321402423;0,0;Carbon dioxide;24508,175613403;Impuesto Verde;-70,46668382622504;-24,988402056375854
196;5442366;ASERRADERO LONCOCHE S.A.;ASERRADERO LONCOCHE SA;Industria de la madera y Silvicultura;Aserrado y acepilladura de madera;Aserrado y acepilladura de madera;La La Araucanía;Cautín;Loncoche;703513,0;5641127,0;18,0;IN-GEV-21802;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;6238,5983856;Aserrín;14557,8234816;0,0;Carbon dioxide;20796,4218672;RUEA;-72,63801305304457;-39,35535657552283
197;5453818;GASATACAMA CHILE S.A.;CENTRAL ATACAMA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Antofagasta;Mejillones;354735,0;7445744,0;19,0;TG-GEV-6268;Turbina de Gas;Gas Natural;10727,890448;Petróleo N 2 (Diesel);2567,8351992021;0,0;Carbon dioxide;20585,620605469;Impuesto Verde;-70,41832254691299;-23,09061396579545
202;3006;EMPRESAS CAROZZI S A;PLANTA AGROZZI TENO;Otras industrias manufactureras;Elaboración y conservación de frutas, legumbres y hortalizas;Elaboración y conservación de frutas, legumbres y hortalizas;Maule;Curicó;Teno;304204,0;6138665,0;19,0;IN-GEV-16283;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;15874,741256164;Petróleo N 6;0,0;0,0;Carbon dioxide;19467,6645;Impuesto Verde;-71,14225762327561;-34,87554345668377
203;633;CIA SIDERURGICA HUACHIPATO S A;COMPAÑÍA SIDERÚRGICA HUACHIPATO;Otras industrias manufactureras;Industrias básicas de hierro y acero;Industrias básicas de hierro y acero;Biobío;Concepción;Talcahuano;667342,0;5931035,0;18,0;IN-GEV-3421;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas de Cañería;19357,250356433182;Petróleo N 6;47,534482234891;0,0;Carbon dioxide;19404,784838668074;RUEA;-73,1254213927588;-36,75168609028725
204;5452311;SOPROLE S.A.;SOPROLE;Otras industrias manufactureras;Elaboración de productos lácteos;Elaboración de productos lácteos;Metropolitana de Santiago;Maipo;San Bernardo;342167,0;6286243,0;19,0;IN-GEV-12390;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;17430,507795837;Petróleo N 2 (Diesel);0,0;0,0;Carbon dioxide;19080,16382908;Impuesto Verde;-70,70013892844871;-33,55180252679124
205;633;CIA SIDERURGICA HUACHIPATO S A;COMPAÑÍA SIDERÚRGICA HUACHIPATO;Otras industrias manufactureras;Industrias básicas de hierro y acero;Industrias básicas de hierro y acero;Biobío;Concepción;Talcahuano;667342,0;5931035,0;18,0;IN-GEV-3430;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas de Cañería;18959,778827696955;Petróleo N 6;47,718183805111;0,0;Carbon dioxide;19007,497011502066;RUEA;-73,1254213927588;-36,75168609028725
208;633;CIA SIDERURGICA HUACHIPATO S A;COMPAÑÍA SIDERÚRGICA HUACHIPATO;Otras industrias manufactureras;Industrias básicas de hierro y acero;Industrias básicas de hierro y acero;Biobío;Concepción;Talcahuano;667342,0;5931035,0;18,0;IN-GEV-3436;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas de Alto Horno;14450,093544227882;Petróleo N 6;4170,7060201801;0,0;Carbon dioxide;18620,799564407982;RUEA;-73,1254213927588;-36,75168609028725
210;2372;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Otras industrias manufactureras;Fabricación de vidrio hueco;Fabricación de vidrio y productos de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado;331180,0;6284523,0;19,0;HR-PDV-8581;Horno de Fusión;Gas Natural;18269,381033879;Petróleo N 6;0,0;52726,38;Carbon dioxide;18269,381033879;Correccion Materias primas;-70,81876298480437;-33,56562689017983
211;82450;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE S A PLANTA LLAY LLAY;Otras industrias manufactureras;Fabricación de vidrio hueco;Fabricación de vidrio y productos de vidrio;Valparaíso;San Felipe de Aconcagua;Llaillay;318291,0;6363872,0;19,0;HR-PDV-16973;Horno de Fusión;Gas Natural;18121,69152511;Petróleo N 6;139,47711813;51261,84;Carbon dioxide;18261,168643240002;Correccion Materias primas;-70,94168991924442;-32,84819054390192
216;3585;COMPLEJO METALURGICO ALTONORTE SA;FUNDICION ALTONORTE;Fundiciones de cobre;Fundición de metales no ferrosos;Fundición de metales no ferrosos;Antofagasta;Antofagasta;Antofagasta;365909,0;7364757,0;19,0;IN-GEV-2103;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 6;0,058862183922298;Gas Natural;0,01144224735544;0,0;Sulfur dioxide;17521,98;DS28;-70,31647812980005;-23,82291239578546
218;2897;PAPELES CORDILLERA SPA;PAPELES CORDILLERA S.A.;Industria del papel y celulosa;Fabricación de otros artículos de papel y cartón;Fabricación de otros artículos de papel y cartón;Metropolitana de Santiago;Cordillera;Puente Alto;354954,0;6279880,0;19,0;IN-GEV-1914;Caldera Industrial (Generadora de Vapor o Agua Caliente);Gas Natural;6558,7005634457;Petróleo N 2 (Diesel);0,0;0,0;Carbon dioxide;17084,868621228;Impuesto Verde;-70,56348160652492;-33,61098706125141
224;11581;MALTEXCO S A;MALTEXCO CORONEL;Otras industrias manufactureras;Elaboración de bebidas malteadas y de malta;Elaboración de bebidas malteadas y de malta;Biobío;Concepción;Coronel;664259,0;5909739,0;18,0;IN-GEV-473;Caldera Industrial (Generadora de Vapor o Agua Caliente);Carbón Bituminoso;15846,482677228;Biomasa Combustible;0,0;0,0;Carbon dioxide;15846,482677228;RUEA;-73,1553356329173;-36,94410177418047
227;245367;ORAFTI CHILE S A;ORAFTI CHILE S A;Otras industrias manufactureras;Elaboración de otros productos alimenticios n.c.p.;Elaboración de otros productos alimenticios n.c.p.;Ñuble;Diguillín;Pemuco;736678,0;5911440,0;18,0;IN-GEV-16480;Caldera Industrial (Generadora de Vapor o Agua Caliente);Petróleo N 6;70,017853489354;Gas Natural;0,0;0,0;Carbon dioxide;15295,998187738;Impuesto Verde;-72,34325998925291;-36,91337606097525
238;5441787;ENGIE ENERGIA CHILE S.A.;CENTRAL TERMICA TOCOPILLA;Termoeléctricas;Generación de energía eléctrica en centrales termoeléctricas;Generación, transmisión y distribución de energía eléctrica;Antofagasta;Tocopilla;Tocopilla;374777,0;7556040,0;19,0;CG-GEV-9786;Caldera de Generación Eléctrica;Carbón Sub Bituminoso;128822,54719257;Petróleo N 2 (Diesel);0,36323140066996;0,0;Carbon dioxide;13902,767578125;Impuesto Verde;-70,21390995012625;-22,096073044593545
243;4587254;TERCIADOS Y ELABORACION DE MADERAS S.A.;TEMSA;Industria de la madera y Silvicultura;Fabricación de hojas de madera para enchapado y tableros a base de madera;Fabricación de hojas de madera para enchapado y tableros a base de madera;Los Ríos;Valdivia;Los Lagos;688134,0;5584236,0;18,0;IN-GEV-21708;Caldera Industrial (Generadora de Vapor o Agua Caliente);Biomasa Combustible;13745,5914456;Biomasa Combustible;0,0196904736;0,0;Carbon dioxide;13745,6111360736;RUEA;-72,80021470047701;-39,87107658381166
